,subset_0,subset_0_labels,subset_1,subset_1_labels,subset_2,subset_2_labels,subset_3,subset_3_labels,subset_4,subset_4_labels,subset_5,subset_5_labels,subset_6,subset_6_labels,subset_7,subset_7_labels,subset_8,subset_8_labels,subset_9,subset_9_labels
530,45051,-1,153967,0,123633,0,143938,0,79385,0,163284,0,30597,0,48715,0,83627,0,94904,0
531,123202,0,98796,0,178150,0,105630,0,6002,0,113196,0,161148,0,136741,0,129654,0,11496,0
532,61702,0,81690,0,10276,0,103331,0,165992,0,61706,0,74117,0,136234,0,15024,0,176561,0
533,112024,0,148945,0,107198,0,85735,0,70001,0,119753,0,146290,0,56509,-1,126227,0,19326,0
534,157354,0,97571,0,150379,0,41717,0,72967,0,88774,0,96462,0,165402,0,38797,0,140846,0
535,41885,0,150983,0,181257,0,186381,0,93930,0,108620,0,71497,0,19798,0,120167,0,67710,0
536,40062,0,54437,0,37811,0,114478,0,52214,0,163223,0,192987,0,38947,0,18979,0,90436,0
537,133666,0,177747,0,166015,0,135993,0,140315,0,179123,0,42963,0,23737,0,172082,0,183062,0
538,169257,0,165063,0,35971,0,68348,0,66934,0,127645,0,67137,0,21772,0,123960,0,14619,0
539,192809,0,79369,0,628,0,137793,-1,148700,0,175960,0,143618,0,69499,0,29006,0,88673,0
540,166077,0,69406,0,116052,0,45232,0,27611,0,65882,0,139591,0,92441,0,149315,0,82426,0
541,71649,0,145838,0,133896,0,155982,0,11682,0,141108,0,2752,0,186016,0,111414,0,68975,0
542,17149,0,154275,0,191003,0,33462,0,26040,0,30505,0,185754,0,87457,0,145732,0,763,0
543,166281,0,132193,0,119528,0,73668,0,15320,0,33975,0,157468,0,148068,0,32673,0,99621,0
544,179511,0,136503,0,30406,0,77039,0,66154,0,83624,0,58426,0,45554,0,104717,0,66928,0
545,93225,0,95431,0,20418,0,153059,0,160618,0,54175,0,54242,0,23848,0,50594,0,15818,0
546,121811,0,48988,0,124785,-1,110599,0,87321,0,118760,0,122906,0,41010,0,53779,0,179143,0
547,136503,0,169510,0,72076,0,93352,0,175144,0,50193,0,83313,0,183288,0,34185,0,187788,0
548,82979,0,91241,0,156070,0,91646,0,637,0,46517,0,13656,0,53630,0,58695,0,30902,0
549,67367,0,160058,0,28404,0,39836,0,140527,0,172923,0,62196,0,178773,0,46897,0,92640,0
550,131859,-1,96070,0,161626,0,87870,0,128503,0,174177,0,106669,0,118479,0,29000,0,2264,0
551,136950,0,166803,0,173977,0,30227,0,6247,0,183118,0,158262,0,91923,0,19174,0,177710,0
552,32815,0,12786,0,73480,0,189182,0,43029,0,125056,0,52399,0,141264,0,20387,0,135458,0
553,24373,0,159037,0,171769,0,34792,0,112058,0,23069,0,100284,0,190054,0,12251,0,15250,0
554,93592,0,41642,0,181524,0,35978,0,1723,0,22544,0,172032,0,140634,0,52075,0,151459,0
555,116476,0,2732,0,70850,0,130267,0,193326,0,3761,0,21776,0,42917,0,145835,-1,122680,0
556,163387,0,155697,0,51209,0,128605,0,149841,0,57440,0,117628,0,141278,0,21074,0,132715,0
557,5058,0,197612,0,141695,0,29649,0,93823,0,174828,0,116547,0,100151,0,136380,0,29342,0
558,173007,0,20981,0,31872,0,165077,0,148198,0,51,0,13190,0,45292,0,34853,0,59678,0
559,143955,0,128519,0,9351,0,3906,0,188890,0,117039,0,29875,0,117827,0,17039,0,193008,0
560,36702,0,76366,0,199424,0,130772,0,116861,0,174279,0,102929,0,17469,0,63544,0,64223,0
561,44879,0,26433,0,73850,0,189983,0,57178,0,35494,0,82661,0,54153,0,83697,0,17494,0
562,20228,0,192564,0,96588,0,66949,0,197075,0,30741,0,143085,0,185977,0,3274,0,81893,0
563,49733,0,29197,0,44692,0,153224,0,199528,0,53217,0,134455,0,30959,0,68466,0,98214,0
564,179013,0,121242,0,5509,0,50892,0,153590,0,82744,0,178035,0,184348,0,48232,0,109304,0
565,170786,0,187067,0,43461,0,39650,0,166490,0,20651,0,170815,0,87909,0,118367,0,43013,0
566,164062,0,11434,0,170562,0,189674,0,25510,0,28325,0,21172,0,161599,0,109398,0,178675,0
567,86681,0,85315,0,13182,0,110422,0,42208,0,52277,0,178519,0,173857,0,141785,0,89256,0
568,2938,0,137881,0,68685,0,72912,0,146572,0,163686,0,98483,0,112317,0,119977,0,1412,0
569,80946,0,181223,0,82551,0,126878,0,105149,0,33683,0,35554,0,117350,0,108257,0,120145,0
570,113452,0,1155,0,103126,0,82442,0,65379,0,111039,0,40558,0,113874,0,112322,0,87344,0
571,91371,0,196207,0,98295,0,142621,0,82791,0,60508,0,87748,0,67608,0,22,0,138980,0
572,198605,0,138749,0,145823,0,114291,0,22905,0,167809,0,43999,0,95999,0,198426,0,104254,0
573,167128,0,33260,0,143550,0,185147,0,84259,0,125586,0,140213,0,124588,0,187445,0,163504,0
574,165027,0,103676,0,90179,0,147079,0,90903,0,190021,0,187503,0,102086,0,158188,0,172361,0
575,12626,0,4439,0,186028,0,112453,0,192536,0,4254,0,171965,0,189973,0,78422,0,78546,0
576,142419,0,23786,0,112826,0,26578,0,188461,0,152897,0,117249,0,24309,0,149267,0,113206,0
577,71054,0,96549,0,193744,0,169015,0,84428,0,125224,0,189132,0,12688,0,137838,0,4484,0
578,67974,0,78966,0,180729,0,102057,0,164085,0,193423,0,194294,0,154278,0,70729,0,138847,0
579,134451,0,10861,0,109308,0,81264,0,28513,0,168163,0,16979,0,161939,0,120736,0,154057,0
580,96012,0,5838,0,7303,0,75597,0,60608,0,145756,0,154247,0,59530,0,44142,0,34903,0
581,162233,0,106389,0,39378,0,154953,0,16930,0,199104,0,20305,0,192283,0,62106,0,124044,0
582,72570,0,140043,0,191488,0,102715,0,17666,0,95157,0,79567,0,67653,0,92398,0,77876,0
583,185233,0,147346,0,49758,0,198387,0,112965,0,89313,0,183368,0,105250,0,116639,0,12095,0
584,61599,0,113163,0,189859,0,90095,0,44738,0,25487,0,160306,0,59905,0,152077,0,184275,-1
585,57183,0,183791,0,159727,0,137457,0,85938,0,139043,0,83307,0,94150,0,181569,0,73762,0
586,146489,0,68363,0,94183,0,114984,0,135462,0,18853,0,149069,0,121077,0,94503,0,44256,0
587,108497,0,1509,0,46633,0,75289,0,139237,0,114144,0,34568,0,17459,0,163409,0,167087,0
588,152710,0,40822,0,148957,0,124541,0,75447,0,172841,0,178688,0,72951,0,182409,0,155372,0
589,148216,0,124461,0,24918,0,132606,0,151643,0,167772,0,199465,0,191220,0,105465,0,40658,0
590,125644,0,174905,0,145059,0,181128,0,122263,0,67537,0,73986,0,191386,0,179919,0,52354,0
591,140743,0,98961,0,32045,0,75480,0,63661,0,108844,0,105469,0,33845,0,85837,0,30197,0
592,125031,0,180721,0,198375,0,73613,0,116311,0,75701,0,74180,0,73201,0,166715,0,88159,0
593,53722,0,81916,0,126274,0,52111,0,156600,0,3141,0,83112,0,161517,0,38885,0,152159,0
594,72921,0,132827,0,41895,0,191,0,31913,0,123038,0,82056,0,118508,0,73006,0,25839,0
595,124153,0,69126,0,96006,0,120883,0,190743,0,113762,0,40919,0,180412,0,51796,0,75952,0
596,114277,0,852,0,34609,0,113615,0,3180,0,171211,0,117724,0,6484,-1,41190,0,32952,0
597,175336,0,163680,0,132683,0,53646,0,145158,0,133284,0,189466,0,2047,0,114038,0,58030,0
598,114790,0,65833,0,156120,0,180689,0,12951,0,127953,0,108182,0,17548,0,87791,0,91605,0
599,187297,0,180652,0,112099,0,67065,0,67993,0,14747,0,132634,0,118641,0,155802,0,181588,0
600,192183,0,167925,0,4382,0,119610,0,26433,0,174794,0,116879,0,40182,0,62413,0,141721,0
601,13955,0,152910,0,32628,0,167459,0,18237,0,171933,0,167338,0,24100,0,131612,0,194499,0
602,20104,0,119278,0,183217,0,94198,0,48567,0,133445,0,134320,0,71256,0,102528,0,100295,0
603,174568,0,9347,0,195207,0,105091,0,93584,0,6943,0,132730,0,124456,0,42261,0,101585,0
604,64442,0,116907,0,165529,0,43668,0,184024,0,61391,0,136148,0,174168,0,167390,0,100153,0
605,11651,0,103164,0,155378,0,193827,0,99077,0,20232,0,156276,0,50416,0,149981,0,189319,0
606,139892,0,196435,0,169334,0,198900,0,43620,0,134545,0,42040,0,97531,0,198834,0,139281,0
607,78436,0,126053,0,17811,0,108261,0,168908,0,94177,0,99521,0,80399,0,138608,0,184047,0
608,11018,0,87136,-1,85213,0,46418,0,26316,0,26010,0,65052,0,108601,0,128233,0,136881,0
609,50400,0,144854,0,187778,0,178289,0,126205,0,198400,0,1573,0,189686,0,156533,0,28858,0
610,174634,0,17590,0,22438,0,123780,0,44292,0,95613,0,11375,0,95849,0,173777,0,16677,0
611,40018,0,81514,0,55884,0,158420,0,93979,0,63520,0,41756,0,132674,0,49807,0,108907,0
612,179200,0,150558,0,134077,0,40920,0,166001,0,48962,0,164186,0,145735,0,31235,0,81073,0
613,116782,0,52850,0,92675,0,181642,0,58143,0,15393,0,88127,0,165019,0,191507,0,102755,0
614,98242,0,72317,0,129066,0,40568,0,167551,0,133794,0,196202,0,114426,0,153814,0,134975,0
615,82016,0,84045,0,151765,0,86516,0,29572,0,135107,0,34226,0,97412,0,118814,0,174103,0
616,89538,0,172313,0,142083,0,33913,0,175964,0,11742,0,111380,0,74119,0,142613,0,146922,0
617,94928,0,110640,0,155985,0,28472,0,57609,0,30497,0,157905,0,113730,0,140548,0,129632,0
618,71188,0,49132,0,57760,0,189988,0,62384,0,70993,0,87794,0,114810,-1,86017,0,157256,0
619,181856,0,68288,0,95772,0,136090,0,24348,0,29591,0,4781,0,190794,0,187922,0,165393,0
620,76524,0,18507,0,67100,0,140876,0,90194,0,34892,0,60168,0,47924,0,163022,0,116352,0
621,58635,0,73839,0,197224,0,158578,0,40831,0,54126,0,123933,0,134674,0,114243,0,108471,0
622,120046,0,194857,0,169497,0,180598,0,30073,0,160983,0,119636,0,85087,0,31431,0,171920,0
623,33536,0,198965,0,174006,0,177946,0,4701,0,197133,0,60609,0,155375,0,80360,0,8225,0
624,68335,0,155013,0,131897,0,40285,0,74198,0,25955,0,5718,0,3354,0,48071,0,145364,0
625,18518,0,25358,0,45451,0,75252,0,172370,0,57854,0,117670,0,167306,0,94026,0,192209,0
626,96495,0,69222,0,166114,0,63705,0,161682,0,76279,0,6646,0,55652,0,57737,0,60862,0
627,172685,0,50432,0,180644,0,72286,0,24268,0,192616,0,111757,0,93652,0,35110,0,135362,0
628,117455,0,161831,0,136714,0,73401,0,21130,0,162856,0,111753,0,122199,0,54460,0,113023,0
629,14240,0,57565,0,185582,0,36780,0,128956,0,88255,0,33678,0,81860,0,163874,0,70072,0
630,126645,0,32330,0,72506,0,48679,0,101327,0,189296,0,5583,0,189519,0,43085,0,91334,0
631,108056,0,89419,0,159114,0,84541,0,140346,0,136694,0,188776,0,167593,0,67057,0,151292,0
632,47592,0,58383,0,153667,0,12518,0,115331,0,99474,0,135763,0,114786,0,182782,0,49185,0
633,68420,0,184907,0,84923,0,194741,0,150035,0,84373,0,160411,0,68372,0,2745,0,142257,0
634,105704,0,25251,0,115862,0,118476,0,58817,0,28332,0,16459,0,120651,0,89084,0,11512,0
635,117044,0,8588,0,47817,0,89978,0,154293,0,32968,0,198028,0,13704,0,61658,0,65567,0
636,188681,0,156523,0,69121,0,152804,0,82597,0,106748,0,86184,0,198779,0,110831,0,80936,0
637,40893,0,166019,0,48997,0,147640,0,6821,0,17532,0,164820,0,186309,0,128175,0,31888,0
638,190733,0,100616,0,136219,0,27428,0,90703,0,186116,0,68982,0,106678,0,179989,0,30987,0
639,29613,0,100834,0,40792,0,34864,0,109826,0,19508,0,30330,0,98301,0,123001,0,27972,0
640,122223,0,128465,0,27847,0,135853,0,21115,0,6603,0,143865,0,63665,0,166526,0,169638,0
641,79681,0,108916,0,25814,0,21389,0,22895,0,128606,0,50218,0,92522,0,166156,0,16486,0
642,81951,0,67949,0,178189,0,10476,0,108005,0,1765,0,81193,0,176524,0,133577,0,41003,0
643,96077,0,171605,0,153817,0,192642,0,70429,0,97383,0,58500,0,103926,0,103467,0,124462,0
644,21878,0,2301,0,104731,0,26808,0,176145,0,55839,0,187751,0,191028,0,142645,0,120659,0
645,5713,0,188279,0,52150,0,99187,0,198823,0,62899,0,16470,0,141219,0,19192,0,129245,0
646,11766,0,68755,0,40837,0,16088,0,91788,0,126438,0,57014,0,133776,0,15063,0,173938,0
647,192845,0,181005,0,56660,0,31949,0,170986,0,53447,0,23973,0,176805,0,188963,0,71896,0
648,117571,0,187712,0,122159,0,151542,0,44388,0,180825,0,84257,0,125271,0,167328,0,144969,0
649,163141,0,100493,0,122512,0,52262,0,56971,0,142932,0,196272,0,62684,0,34475,0,123634,0
650,127832,0,141936,0,64600,0,3837,0,28609,0,44375,0,31092,0,148196,0,5800,0,188727,0
651,144075,0,10198,0,82997,0,181577,0,64313,0,181964,0,140248,0,154606,0,86474,0,55988,0
652,58780,0,173431,0,37640,0,115953,0,13589,0,28281,0,63868,0,67858,0,47231,0,4449,0
653,10708,0,156260,0,12938,0,139648,0,184761,0,182556,0,183343,0,108921,0,15120,0,122525,0
654,117700,0,80103,0,63178,0,27725,0,82816,0,60465,0,84901,0,16922,0,197118,0,92333,0
655,130063,0,127329,0,85172,0,176179,0,151503,0,148793,0,126149,0,1049,0,40174,0,44779,0
656,194134,0,89262,0,58287,0,152641,0,131522,0,146002,0,152907,0,86977,0,78219,0,142590,0
657,96675,0,18970,0,149744,0,90336,0,190919,0,68781,0,156320,0,55598,0,173841,0,39857,0
658,35434,0,101673,0,118583,0,138101,0,66837,0,118730,0,117106,0,94035,0,77482,0,112388,0
659,133238,0,136448,0,75130,0,48849,0,31357,0,186674,0,133898,0,18943,0,46499,0,32977,0
660,3629,0,140135,0,56318,0,131179,0,139161,0,107483,0,108096,0,104313,0,124560,0,3261,0
661,7378,0,22977,0,148929,0,52298,0,1645,0,99515,0,164237,0,33364,0,9702,0,52192,0
662,181563,0,104679,0,32899,0,149532,0,32899,0,110665,0,112712,0,112726,0,95649,0,60261,0
663,163119,0,8190,0,140783,0,107787,0,13502,0,132713,0,148852,0,132996,0,104466,0,157989,0
664,162154,0,4794,0,75057,0,4503,0,183915,0,129041,0,12308,0,191145,0,140450,0,182015,0
665,99676,0,11430,0,127774,0,19149,0,53806,0,130707,0,44845,0,22295,0,66585,0,179438,0
666,72811,0,55022,0,160291,0,162349,0,15937,0,172739,0,70149,0,175124,0,125509,0,86520,0
667,19799,0,55987,0,186239,0,74004,0,27557,0,103379,0,98437,0,1097,0,118532,0,187122,0
668,99222,0,81633,0,2881,0,162888,0,79034,0,57669,0,31897,0,163901,0,196945,0,183380,0
669,68968,0,187564,0,134114,0,107031,0,81869,0,68325,0,189511,0,25420,0,140000,0,43054,0
670,190362,0,143763,0,82538,0,131519,0,143235,0,10225,0,62488,0,120150,0,24112,0,123331,0
671,133706,0,97874,0,123104,0,19294,0,84245,-1,66742,0,10464,0,25176,0,25800,0,30454,0
672,147178,0,170985,0,126211,0,125251,0,18282,0,93562,0,172044,0,72401,0,27070,0,86661,0
673,175438,0,20171,0,12734,0,173270,0,169496,0,79939,0,60203,0,182613,0,18425,0,7913,0
674,94668,0,5911,0,95007,0,76604,0,149407,0,3992,0,129366,0,88915,0,118316,0,146222,0
675,174141,0,7648,0,53756,0,60797,0,143298,0,26459,0,53290,0,33391,0,97480,0,69855,0
676,193255,0,92770,0,48275,0,31035,0,107509,0,96120,0,78251,0,70857,0,66697,0,112680,0
677,134424,0,137280,0,65061,0,34660,0,30947,0,49922,0,120208,0,146816,0,172431,0,96766,0
678,198552,0,176874,0,149246,0,81492,0,9129,0,78263,0,87018,0,189517,0,160673,0,69415,0
679,15804,0,179555,0,143496,0,166206,0,125719,0,136199,0,145963,0,39961,0,172721,0,31734,-1
680,14718,0,124810,0,22967,0,80643,0,117944,0,96379,0,37847,0,16007,0,79197,0,146151,0
681,76458,0,2888,0,92175,0,42294,0,61271,0,170198,0,182471,0,39869,0,110199,0,146583,0
682,33470,0,173789,0,158243,0,78708,0,58682,0,43353,0,63884,0,123521,0,143669,0,127617,0
683,199079,0,8934,0,30212,0,142902,0,2750,-1,107257,0,183160,0,128569,0,164618,0,122768,0
684,45650,0,167350,0,17661,0,147695,0,124399,0,88204,0,68719,0,110065,0,81676,0,22484,0
685,56392,0,176743,0,29027,0,164405,0,119594,0,7927,0,191801,0,151914,0,177134,0,130106,0
686,45786,0,72210,0,160863,0,131380,0,38798,0,188688,0,94156,0,147463,0,72198,0,32637,0
687,35993,0,142843,0,141528,0,28844,0,81937,0,41978,0,196139,0,199251,0,18174,0,59037,0
688,93278,0,68517,0,34378,0,29202,0,196382,0,51452,0,195529,0,137167,0,185220,0,114119,0
689,173254,0,104710,0,25223,0,176987,0,9535,0,83381,0,36752,0,132125,0,155405,0,163099,0
690,46235,0,4148,0,32701,0,149949,0,74479,0,157232,0,46873,0,171314,0,139179,0,59014,0
691,192288,0,193382,0,5546,0,184342,0,164399,0,81869,0,132241,0,191797,0,109388,0,101967,0
692,171603,0,28245,0,50175,0,79376,0,105687,0,59721,0,12673,0,41693,0,185478,0,70482,0
693,22510,0,17958,0,60711,0,42946,0,50919,0,24425,0,140314,0,156569,0,194276,0,130540,0
694,117589,0,111256,0,121149,0,25208,0,26599,0,86735,0,62052,0,151164,0,166761,0,110865,0
695,34260,0,36275,0,147914,0,102297,0,100480,0,26699,0,22076,0,43760,0,38012,0,134175,0
696,143968,0,170404,0,94203,0,102193,0,83428,0,124419,0,46368,0,135800,0,176954,0,147998,0
697,171367,0,106784,0,44972,0,11278,0,49826,0,40760,0,178495,0,183057,0,126937,0,102298,0
698,38188,0,185863,0,70537,0,161502,0,61188,0,129011,0,48063,0,86713,0,158093,0,199862,0
699,17958,0,36381,0,40297,0,158118,0,109171,0,186444,0,52678,0,55038,0,178853,0,101389,0
700,64626,0,89557,0,68368,0,21258,0,169729,0,91921,0,57977,0,51380,0,93032,0,14824,0
701,88531,0,47148,0,29920,0,137446,0,190736,0,144083,0,48860,0,65196,0,108569,0,42296,0
702,124030,0,173329,0,92115,0,132906,0,79361,0,57576,0,155221,0,129463,0,67986,0,26358,0
703,97934,0,190327,0,187632,0,11481,0,149049,0,121392,0,32048,0,189369,0,159928,0,54163,0
704,31998,0,23000,0,36057,0,101296,0,158595,0,114903,0,19826,0,137073,0,180140,0,164695,0
705,122535,0,1452,0,49357,0,110172,0,21727,0,58258,0,93878,0,123243,0,115271,0,163611,0
706,80373,0,39759,0,131628,0,145815,0,83234,0,102183,0,104660,0,75334,0,51826,0,6805,0
707,151081,0,119185,0,123603,0,192383,0,13953,0,38492,0,13704,0,92822,0,194289,0,22956,0
708,890,0,184750,0,171544,0,196065,0,61575,0,128125,0,105962,0,86527,0,76207,0,81631,0
709,149912,0,13050,0,8161,0,31541,0,75842,0,66129,0,99379,0,172652,0,90675,0,130841,0
710,56171,0,130017,0,111203,0,159344,0,150382,0,102063,0,39541,0,23476,0,82988,0,3281,0
711,163495,0,53025,0,152596,0,101193,0,61983,0,14768,0,26032,0,118104,0,153045,0,172385,0
712,145180,0,137725,0,90042,0,170375,0,178375,0,25678,0,173341,0,192337,0,164742,0,11449,0
713,159600,0,46522,0,109580,0,136422,0,20907,0,108788,0,197615,0,16203,0,52173,0,157875,0
714,23811,0,19653,0,125969,0,188223,0,134562,0,5182,0,127446,0,79546,0,108071,0,5285,0
715,68930,0,50790,0,35490,0,81979,0,180567,0,183277,0,65629,0,131653,0,194866,0,65298,0
716,90384,0,11336,0,166424,0,105704,0,89658,0,109018,0,190214,0,150369,0,195290,0,112737,0
717,109046,0,160257,0,138830,0,106596,0,145802,0,181336,0,196190,0,82127,0,191520,0,880,0
718,107067,0,88204,0,157499,0,114938,-1,112410,0,16861,0,167884,0,31786,0,61055,0,127458,0
719,197649,0,42376,0,119022,0,15336,0,21238,0,54074,0,166620,0,75632,0,7652,0,167668,0
720,37633,0,162888,0,148023,0,49535,0,74855,0,24995,0,74847,0,63101,0,65193,0,133477,0
721,167179,0,185925,0,73526,0,162368,0,3825,0,93258,0,23420,0,184252,0,9507,0,151448,0
722,19928,0,1219,0,187765,0,142496,0,136168,0,46377,0,108869,0,3479,0,117395,0,68391,0
723,506,0,181664,0,124570,0,59978,0,21100,0,48880,0,138091,0,73175,0,163536,0,181024,0
724,196697,0,106449,0,181142,0,149818,0,46374,0,69353,0,90144,0,80459,0,71562,0,6378,0
725,31808,0,67938,0,147762,0,195844,0,10982,0,144198,0,112061,0,72774,0,87946,0,60006,0
726,51895,0,16599,0,148990,0,71844,0,132724,0,134065,0,169179,0,149451,0,39441,0,1599,0
727,19150,0,83513,0,67640,0,15384,0,89662,0,154282,0,22619,0,169512,0,199135,0,8146,0
728,16253,0,57642,0,160839,0,26358,0,65920,0,192012,0,14227,0,156439,0,24979,0,113391,0
729,91339,0,12406,0,18718,0,134951,0,82003,0,120161,0,186905,0,8116,0,19583,0,12928,0
730,35122,0,44375,0,151790,0,179713,0,152478,0,35346,0,22282,0,160782,0,78894,0,77811,0
731,88110,0,27995,0,26310,0,133879,0,70220,0,19339,0,42345,0,23202,0,171823,0,196215,0
732,160467,0,36665,0,28611,0,137736,0,149239,0,171977,0,83715,0,45175,0,96532,0,25833,0
733,186692,0,57471,0,68013,0,158964,0,30953,0,181456,0,173048,0,174089,0,1264,0,169618,0
734,170110,0,145872,0,138025,0,97880,0,13134,0,151585,0,186800,0,145001,0,130352,0,93261,0
735,34673,0,188724,0,182224,0,38676,0,198674,0,49710,0,94949,0,32607,0,93675,0,108513,0
736,157088,0,73527,0,92155,0,190603,0,193925,0,165138,0,181729,0,41271,0,131224,0,120289,0
737,33660,0,45187,0,163834,0,50861,0,67327,0,149909,0,149972,0,123857,0,92230,0,36198,0
738,32949,0,169993,0,36129,0,123768,0,137533,0,56307,0,90032,0,50179,0,119645,0,182197,0
739,132192,0,188429,0,170395,0,191089,0,2936,0,163266,0,111365,0,186485,0,105668,0,99550,0
740,50320,0,134277,0,157801,0,126390,0,156433,0,43774,0,56715,0,116789,0,171278,0,72299,0
741,23744,0,138882,0,57869,0,72750,0,138386,0,1870,0,184508,0,130722,0,101159,0,57297,0
742,1259,0,115495,0,41329,0,196701,0,92848,0,146416,0,181484,0,166053,0,140901,0,108797,0
743,109928,0,44808,0,152129,0,1656,0,11475,0,90057,0,4404,0,32396,0,69265,-1,149868,0
744,70415,0,19271,0,113579,0,126379,0,189386,0,152427,0,27251,0,89078,0,25149,0,44027,0
745,103247,0,172276,0,28792,0,135238,0,151260,0,125812,0,161044,0,192071,0,183881,0,14766,0
746,171916,0,98594,0,50621,0,127296,0,94265,0,118547,0,54566,0,78941,0,40440,0,45432,0
747,51770,0,149487,0,18000,0,181879,0,131112,0,47451,0,107986,0,2323,0,60314,0,79889,0
748,165146,0,68105,0,180672,0,22775,0,175122,0,88553,0,105067,0,180752,0,174721,0,60741,0
749,173146,0,3000,0,74936,0,34782,0,110483,0,93070,0,41805,0,146332,0,92344,0,181042,0
750,159590,0,66439,0,15700,0,184236,0,121940,0,161533,0,31922,0,52506,0,144032,0,103917,0
751,96988,0,4848,0,192620,0,59465,0,98486,0,114304,0,57785,0,77661,0,138889,0,89479,0
752,22278,0,31933,0,119676,0,64053,0,164748,0,64990,0,37784,0,175445,0,89720,0,121926,0
753,167354,0,95766,0,58414,0,36047,0,52070,0,189282,0,96959,0,167364,0,92240,0,11251,0
754,90463,0,6756,0,127976,0,64515,0,141227,0,36558,0,148030,0,74370,0,71209,0,3287,0
755,150748,0,196205,0,10072,0,27432,0,59422,0,162105,0,179667,0,111855,0,34407,0,116377,0
756,35174,0,186382,0,152253,0,163355,0,161890,0,58670,0,3378,0,60342,0,90216,0,176518,0
757,156525,0,105505,0,196043,0,79325,0,179451,0,153142,0,171249,0,198052,0,93996,0,197421,0
758,2934,0,82528,0,172521,0,130546,0,52843,0,26624,0,45370,0,180458,0,96381,0,66396,0
759,198161,0,144963,0,53312,0,115662,0,86096,0,198240,0,8050,0,171573,0,160802,0,167556,0
760,33683,0,81422,0,74814,0,152386,0,10958,0,19172,0,148262,0,35268,0,194111,0,117282,0
761,90216,0,29672,0,159535,0,56992,0,103970,0,59654,0,160171,0,34722,0,59530,0,49584,0
762,14990,0,84393,0,149256,0,93974,0,130091,0,45055,0,135709,0,17059,0,81309,0,2901,0
763,74802,0,43870,0,142287,0,132152,0,190968,0,197708,0,145727,0,43141,0,191164,0,175601,0
764,197079,0,2026,0,124990,0,172913,0,22507,0,99773,0,151721,0,16027,0,138006,0,111423,0
765,63926,0,106441,0,185604,0,48942,0,18834,0,34385,0,163986,0,85832,0,4704,0,24837,0
766,40303,0,113139,0,43666,0,36669,0,31808,0,199553,0,12983,0,151389,0,15044,0,61274,0
767,74995,0,167878,0,46213,0,117537,0,51572,0,79483,0,182507,0,167425,0,147876,0,90179,0
768,198569,0,125009,0,91251,0,143630,0,56068,0,81837,0,32116,0,191090,0,152219,0,23763,0
769,16964,0,192345,0,138957,0,37381,0,2518,0,166198,0,193800,0,161248,0,128347,0,16309,0
770,68271,0,144466,0,135411,0,177392,0,84771,0,63508,0,123467,0,44480,0,109487,0,127447,0
771,38811,0,116058,0,20431,0,16066,0,91337,0,173574,0,106215,0,89424,0,135995,0,172931,0
772,60661,0,145408,0,76035,0,104092,0,40385,0,66096,0,142198,0,196071,0,41383,0,47964,0
773,126490,0,136738,0,105998,0,54570,0,25809,0,92212,0,49622,0,40178,0,190493,0,7715,0
774,3372,0,95902,0,217,0,178278,0,109639,0,66145,0,152911,0,126745,0,78045,0,109641,0
775,22770,0,164303,0,158088,-1,84331,0,63159,0,40647,0,58325,0,169139,0,98166,0,18182,0
776,43005,0,166988,0,196427,0,90585,0,133560,0,90222,0,9424,0,156021,0,21986,0,148538,0
777,50577,0,151569,0,128376,0,146345,0,66859,0,80360,0,123294,0,185996,0,27699,0,118022,0
778,182377,0,12607,0,144130,0,139866,0,56492,0,97427,0,101750,0,177484,0,137308,0,46194,0
779,147579,0,51155,0,7343,0,168691,0,98186,0,64056,0,119061,0,96556,0,140216,0,92918,0
780,25582,0,157051,0,35326,0,31175,0,124931,0,63464,0,160218,0,138986,0,78065,0,27857,0
781,34059,0,121323,0,127822,0,105749,-1,153594,0,183249,0,179713,0,129627,0,159151,0,46311,0
782,68644,0,117618,0,122919,0,81751,0,177491,0,119776,0,144291,0,179362,0,147156,0,144683,0
783,123625,0,28549,0,162383,0,107412,0,113073,0,194738,0,53309,0,3413,0,147878,0,16910,0
784,71609,0,91252,0,28516,0,22391,0,106116,0,129715,0,112348,0,87755,0,22918,0,5280,0
785,38711,0,95436,0,50365,0,181632,0,62774,0,195031,0,27951,0,49678,0,70585,0,175657,0
786,122330,0,103471,0,181157,0,32174,0,23951,0,43709,0,174885,0,69444,0,45799,0,166175,0
787,8185,0,192065,0,59907,0,8032,0,70536,0,28647,0,22109,0,120223,0,71182,0,116925,0
788,180284,0,35764,0,151042,0,40286,0,182812,0,63711,0,53927,0,36572,0,185212,0,4559,0
789,6659,0,112711,0,163425,0,88444,0,104697,0,51598,0,63002,0,60904,0,132323,0,114675,0
790,56565,0,101858,0,171265,0,44551,0,27633,0,158161,0,77697,0,142587,0,138853,0,5047,0
791,2006,0,107507,0,34860,0,135881,0,90617,0,119910,0,112222,0,72233,0,91316,0,65377,0
792,2647,0,84157,0,47283,0,148064,0,145376,0,64666,0,146009,0,23032,0,114119,0,109667,0
793,29742,0,184685,0,144583,0,51282,0,121738,0,41241,0,128156,0,171931,0,66323,0,78602,0
794,150661,0,3272,0,90122,0,199728,0,129680,0,190657,0,52633,0,91811,0,118925,0,121615,0
795,57439,0,131662,0,129444,0,170285,0,122589,0,135826,0,106611,0,69885,0,164778,0,23048,0
